Car flexibility (param.),Worst case CPU time(s),Max. number of car/s
1.3,0.035419766,358
1.3,0.061938556,360
1.3,0.052523334,341
1.3,0.049879282,341
1.3,0.052575945,332
1.3,0.048784384,329
1.3,0.042415178,340
1.3,0.042462657,339
1.3,0.033777901,338
1.3,0.036878454,338
1.3,0.052525579,343
1.3,0.042354547,323
1.4,0.09918497,435
1.4,0.073346281,416
1.4,0.07377391,417
1.4,0.073246832,404
1.4,0.080209843,421
1.4,0.053385329,425
1.4,0.052455965,404
1.4,0.051542,411
1.4,0.055488508,401
1.4,0.043890547,398
1.4,0.071740987,385
1.4,0.063138035,391
1.4,0.068571782,385
1.4,0.063719329,387
1.4,0.051828476,408
1.4,0.046014258,399
1.4,0.042010968,383
1.4,0.04686695,387
1.4,0.042394647,384
1.4,0.049876716,385
1.5,0.107760974,474
1.5,0.177290351,467
1.5,0.094316797,470
1.5,0.078739607,455
1.5,0.062327048,459
1.5,0.077641822,451
1.5,0.063837384,424
1.5,0.059269803,458
1.5,0.123885453,436
1.5,0.055772739,442
1.5,0.078978925,447
1.5,0.071752536,456
1.5,0.086802327,434
1.5,0.054918122,448
1.5,0.06523961,420
1.5,0.059697753,444
1.5,0.06557934,425
1.5,0.050288626,413
1.5,0.049547894,416
1.5,0.070634219,437
1.1,0.035993361,274
1.1,0.034586964,256
1.1,0.034983796,260
1.1,0.032118391,250
1.1,0.032080858,248
1.1,0.02949423,247
1.1,0.031496356,254
1.1,0.030458561,238
1.1,0.032439835,240
1.1,0.030855714,241
1.1,0.028565828,235
1.1,0.025660002,225
1.1,0.028560054,235
1.1,0.026305456,228
1.1,0.028424034,227
1.1,0.029294049,237
1.1,0.027859422,236
1.1,0.02710297,226
1.1,0.027784996,234
1.1,0.027707041,231
1.2,0.04239593,295
1.2,0.040107007,304
1.2,0.041334396,295
1.2,0.038812891,285
1.2,0.037975276,280
1.2,0.039801924,286
1.2,0.038366013,272
1.2,0.040282486,278
1.2,0.034470513,273
1.2,0.035929842,266
1.2,0.036178143,282
1.2,0.036301331,264
1.2,0.037354203,273
1.2,0.03364958,264
1.2,0.032959214,259
1.2,0.034816979,267
1.2,0.031768396,259
1.2,0.033362462,256
1.2,0.035988869,260
1.2,0.031028626,253
1.3,0.053209209,333
1.3,0.052174622,336
1.3,0.052178471,318
1.3,0.054344848,328
1.3,0.048815823,315
1.3,0.046197115,313
1.3,0.050915794,314
1.3,0.049613337,315
1.3,0.04770681,314
1.3,0.046740554,306
1.3,0.047539993,309
1.3,0.043692933,319
1.3,0.042972091,309
1.3,0.043830237,303
1.3,0.043958557,292
1.3,0.047648424,315
1.3,0.043530607,288
1.3,0.042895098,295
1.3,0.045713987,300
1.3,0.043515209,288
1.4,0.063602557,377
1.4,0.069042078,368
1.4,0.066590508,363
1.4,0.063321213,357
1.4,0.060405763,364
1.4,0.061734526,355
1.4,0.056258112,350
1.4,0.061607809,350
1.4,0.061154195,357
1.4,0.055710824,344
1.4,0.054557861,349
1.4,0.060841092,344
1.4,0.060308881,343
1.4,0.054714091,342
1.4,0.064994838,341
1.4,0.05847293,340
1.4,0.053587755,344
1.4,0.052462381,338
1.4,0.061005984,346
1.4,0.060915518,355
1.5,0.082953343,419
1.5,0.083153524,412
1.5,0.091173899,408
1.5,0.079348169,400
1.5,0.077036147,399
1.5,0.077169601,405
1.5,0.072886571,390
1.5,0.069128374,400
1.5,0.068449878,388
1.5,0.076724007,402
1.5,0.072784556,381
1.5,0.075332046,411
1.5,0.072890742,389
1.5,0.078305561,408
1.5,0.067745717,399
1.5,0.076373691,397
1.5,0.068162118,396
1.5,0.071469267,390
1.5,0.077496498,398
1.5,0.06876266,383
1.1,0.044396132,278
1.1,0.041335679,271
1.1,0.037785041,265
1.1,0.041922426,261
1.1,0.036561822,261
1.1,0.040937884,257
1.1,0.037476429,259
1.1,0.034451265,252
1.1,0.036676348,252
1.1,0.035148368,256
1.1,0.036089601,247
1.1,0.036834183,249
1.1,0.03497738,251
1.1,0.033458703,242
1.1,0.030930461,240
1.1,0.032440477,246
1.1,0.035375175,254
1.1,0.03107803,244
1.1,0.031664456,245
1.1,0.031329218,248
1.2,0.051873068,305
1.2,0.054726282,306
1.2,0.051107313,298
1.2,0.046284052,285
1.2,0.049260776,294
1.2,0.051622842,293
1.2,0.044944062,282
1.2,0.0451513,289
1.2,0.049259492,295
1.2,0.045908393,285
1.2,0.05053019,290
1.2,0.043096241,276
1.2,0.043828312,282
1.2,0.044506488,273
1.2,0.046196794,285
1.2,0.043804893,280
1.2,0.044505846,276
1.2,0.046938168,277
1.2,0.040681243,269
1.2,0.04436758,275
1.3,0.065014407,341
1.3,0.058379577,337
1.3,0.064040773,331
1.3,0.056682534,328
1.3,0.058333381,319
1.3,0.058126143,334
1.3,0.063721895,332
1.3,0.056916078,322
1.3,0.05796895,322
1.3,0.055145891,315
1.3,0.053358382,310
1.3,0.056808288,310
1.3,0.053906312,331
1.3,0.058452399,318
1.3,0.055577691,314
1.3,0.053720567,315
1.3,0.060253703,320
1.3,0.055514493,322
1.3,0.057763958,305
1.3,0.077807997,309
1.4,0.086535099,392
1.4,0.098302443,375
1.4,0.077782012,368
1.4,0.074068727,379
1.4,0.078941391,365
1.4,0.075367655,368
1.4,0.073679594,361
1.4,0.071912616,364
1.4,0.07984477,361
1.4,0.071557488,355
1.4,0.073083865,364
1.4,0.070795262,347
1.4,0.067701446,354
1.4,0.065658578,346
1.4,0.068556705,355
1.4,0.080715427,359
1.4,0.079507286,340
1.4,0.064438247,351
1.4,0.071347683,354
1.4,0.067215752,350
1.5,0.12665173,416
1.5,0.094582421,413
1.5,0.10178026,412
1.5,0.093475012,403
1.5,0.08622745,397
1.5,0.091817107,415
1.5,0.088433606,400
1.5,0.091455563,398
1.5,0.08789498,398
1.5,0.090246139,400
1.5,0.089473326,399
1.5,0.089923091,417
1.5,0.090435733,399
1.5,0.084398878,394
1.5,0.077593701,396
1.5,0.064317946,393
1.5,0.068784795,399
1.5,0.062942025,399
1.5,0.048041086,385
1.5,0.046841927,390
1.1,0.039320721,285
1.1,0.039371407,276
1.1,0.039785242,278
1.1,0.040037072,277
1.1,0.038376921,260
1.1,0.040646917,264
1.1,0.033119294,268
1.1,0.032401018,261
1.1,0.033040056,258
1.1,0.038409643,267
1.1,0.033356688,255
1.1,0.034762122,264
1.1,0.038791076,252
1.1,0.033035244,246
1.1,0.036562464,254
1.1,0.031542552,248
1.1,0.033135013,264
1.1,0.033460948,256
1.1,0.029634741,246
1.1,0.032490201,250
1.2,0.049618791,304
1.2,0.047864003,298
1.2,0.045973195,300
1.2,0.047550579,292
1.2,0.043680422,289
1.2,0.04273598,289
1.2,0.050669097,306
1.2,0.042205053,287
1.2,0.041853775,282
1.2,0.04112427,287
1.2,0.042840241,277
1.2,0.038705101,271
1.2,0.038739748,292
1.2,0.042586487,287
1.2,0.042180351,279
1.2,0.039879558,278
1.2,0.038842405,277
1.2,0.042488963,278
1.2,0.03835671,272
1.2,0.03858865,284
1.3,0.059832169,352
1.3,0.068043742,358
1.3,0.060983849,336
1.3,0.057923396,335
1.3,0.05835263,318
1.3,0.054643836,323
1.3,0.057760108,315
1.3,0.054464187,324
1.3,0.045626408,322
1.3,0.051115974,321
1.3,0.044002828,313
1.3,0.047188714,312
1.3,0.05058248,321
1.3,0.046756594,300
1.3,0.046733175,329
1.3,0.049027232,320
1.3,0.04237989,321
1.3,0.043146607,302
1.3,0.04389151,308
1.3,0.048572976,307
1.4,0.061929574,385
1.4,0.058861422,378
1.4,0.056976068,379
1.4,0.054387836,369
1.4,0.043677214,367
1.4,0.044732974,365
1.4,0.054969129,365
1.4,0.049297989,363
1.4,0.041760742,361
1.4,0.051261939,354
1.4,0.053334001,353
1.4,0.052536166,356
1.4,0.042734697,361
1.4,0.053730833,363
1.4,0.049392304,357
1.4,0.054293841,370
1.4,0.051830722,354
1.4,0.049586069,372
1.4,0.05752111,356
1.4,0.04744279,344
1.5,0.068471692,424
1.5,0.073821389,412
1.5,0.067299802,411
1.5,0.059983588,410
1.5,0.061167989,412
1.5,0.056650774,402
1.5,0.057060118,407
1.5,0.052766502,415
1.5,0.054517119,400
1.5,0.051941398,412
1.5,0.0463989,397
1.5,0.049037818,387
1.5,0.055890473,395
1.5,0.056488127,387
1.5,0.049708615,394
1.5,0.047828394,405
1.5,0.046365536,391
1.5,0.064966608,395
1.5,0.060063147,403
1.5,0.075476086,398
1.1,0.048045898,300
1.1,0.046669336,293
1.1,0.049484695,303
1.1,0.043937705,283
1.1,0.041963489,281
1.1,0.042452071,293
1.1,0.043323048,288
1.1,0.040493253,271
1.1,0.040226345,271
1.1,0.041858266,281
1.1,0.038202404,274
1.1,0.037413552,265
1.1,0.043020532,272
1.1,0.038003507,269
1.1,0.040433583,278
1.1,0.037671156,270
1.1,0.039810586,275
1.1,0.039453212,266
1.1,0.03748477,264
1.1,0.039436209,272
1.2,0.060587017,345
1.2,0.060917443,337
1.2,0.067030328,355
1.2,0.059230023,336
1.2,0.059708981,331
1.2,0.059989683,328
1.2,0.053379555,317
1.2,0.053915294,315
1.2,0.050051874,311
1.2,0.048435352,305
1.2,0.056612599,318
1.2,0.049894039,311
1.2,0.050185648,308
1.2,0.054810332,316
1.2,0.050880185,308
1.2,0.051595574,304
1.2,0.049718239,306
1.2,0.050345408,309
1.2,0.046890689,320
1.2,0.048932595,298
1.3,0.081010565,392
1.3,0.07343001,362
1.3,0.069711913,370
1.3,0.075121921,368
1.3,0.072306882,372
1.3,0.072907424,364
1.3,0.065678147,354
1.3,0.071758952,368
1.3,0.067559652,364
1.3,0.066852604,361
1.3,0.066573185,350
1.3,0.062045062,353
1.3,0.066938899,352
1.3,0.06735915,353
1.3,0.068739241,356
1.3,0.066582167,360
1.3,0.066611681,351
1.3,0.070945398,361
1.3,0.067226017,353
1.3,0.061196541,350
1.4,0.096213059,430
1.4,0.096036297,418
1.4,0.09047455,417
1.4,0.098750925,431
1.4,0.085657064,407
1.4,0.097470924,430
1.4,0.091215282,413
1.4,0.085818427,409
1.4,0.097833431,422
1.4,0.086272042,400
1.4,0.088287962,414
1.4,0.085824843,408
1.4,0.090273086,408
1.4,0.082492992,403
1.4,0.089232725,409
1.4,0.078360098,392
1.4,0.080902455,390
1.4,0.085744322,401
1.4,0.075179344,395
1.4,0.073034782,395
1.5,0.119231576,479
1.5,0.113957268,480
1.5,0.121207717,472
1.5,0.106204442,458
1.5,0.117891586,463
1.5,0.110713637,455
1.5,0.112986841,461
1.5,0.103453884,448
1.5,0.110060163,464
1.5,0.101523618,459
1.5,0.104799649,441
1.5,0.101362254,453
1.5,0.092185709,438
1.5,0.104398647,446
1.5,0.104110246,447
1.5,0.10158842,445
1.5,0.102978776,447
1.5,0.103084641,440
1.5,0.104331278,439
1.5,0.109901687,454
1.1,0.075056798,357
1.1,0.07850895,370
1.1,0.077443566,347
1.1,0.069377958,341
1.1,0.074130321,342
1.1,0.074388888,352
1.1,0.070673357,332
1.1,0.066805446,329
1.1,0.064584212,329
1.1,0.06360769,336
1.1,0.06347584,325
1.1,0.06661521,331
1.1,0.061561614,325
1.1,0.059883818,328
1.1,0.062349183,324
1.1,0.058707116,317
1.1,0.05652534,319
1.1,0.058206665,318
1.1,0.060449072,330
1.1,0.064061946,328
1.2,0.089924695,387
1.2,0.088960684,391
1.2,0.084635309,379
1.2,0.088958118,391
1.2,0.081421834,375
1.2,0.081932872,376
1.2,0.086027911,381
1.2,0.075757751,371
1.2,0.070034961,358
1.2,0.073133589,361
1.2,0.077119235,368
1.2,0.074786041,369
1.2,0.075587726,361
1.2,0.074228808,369
1.2,0.069436023,355
1.2,0.072510912,361
1.2,0.087112543,347
1.2,0.076021771,357
1.2,0.071831132,346
1.2,0.072843584,356
1.3,0.111200294,427
1.3,0.112770621,450
1.3,0.106860482,421
1.3,0.105184612,426
1.3,0.09786102,415
1.3,0.10030874,407
1.3,0.098955276,409
1.3,0.098548178,416
1.3,0.095238462,411
1.3,0.102263708,404
1.3,0.097408047,402
1.3,0.089928224,402
1.3,0.091420275,407
1.3,0.102521633,406
1.3,0.094856386,398
1.3,0.091523894,401
1.3,0.092709258,407
1.3,0.092678781,397
1.3,0.086153986,391
1.3,0.099964519,400
1.4,0.132861177,480
1.4,0.140588338,484
1.4,0.135434652,467
1.4,0.136026852,495
1.4,0.123314104,463
1.4,0.126886236,464
1.4,0.123726656,464
1.4,0.123702917,454
1.4,0.122713242,450
1.4,0.124570687,460
1.4,0.11882512,449
1.4,0.124558817,456
1.4,0.123180009,454
1.4,0.11439003,444
1.4,0.11652978,443
1.4,0.112606049,445
1.4,0.116341149,440
1.4,0.103622626,447
1.4,0.10311608,441
1.4,0.114820867,440
1.5,0.167051308,545
1.5,0.171630759,528
1.5,0.151486629,521
1.5,0.15962121,519
1.5,0.147944973,514
1.5,0.153685728,523
1.5,0.152921898,506
1.5,0.147421424,508
1.5,0.14468017,510
1.5,0.15456633,495
1.5,0.15370658,511
1.5,0.150992594,499
1.5,0.146494627,499
1.5,0.152329056,501
1.5,0.137530131,488
1.5,0.133356174,503
1.5,0.144566606,497
1.5,0.13937731,498
1.5,0.140434353,492
1.5,0.141627737,489
1.1,0.061706616,344
1.1,0.059953432,351
1.1,0.049866129,342
1.1,0.050862541,331
1.1,0.047360344,335
1.1,0.047322168,335
1.1,0.045688002,317
1.1,0.045914809,308
1.1,0.043623319,304
1.1,0.045789375,316
1.1,0.040336701,301
1.1,0.028681638,308
1.1,0.033885049,308
1.1,0.036942614,310
1.1,0.036266363,301
1.1,0.036429972,309
1.1,0.031869449,314
1.1,0.033953059,289
1.1,0.039719478,293
1.1,0.033024978,291
1.2,0.058553452,398
1.2,0.049577087,390
1.2,0.051249107,401
1.2,0.056531436,377
1.2,0.057552549,392
1.2,0.057945532,370
1.2,0.038804229,374
1.2,0.045142638,359
1.2,0.047526198,354
1.2,0.050184044,355
1.2,0.050631242,367
1.2,0.044411209,358
1.2,0.042718657,353
1.2,0.056875977,353
1.2,0.047460113,350
1.2,0.048940936,354
1.2,0.041773895,354
1.2,0.037394945,360
1.2,0.041990436,353
1.2,0.040355628,357
1.3,0.063808191,440
1.3,0.059954716,444
1.3,0.061111528,444
1.3,0.089616725,446
1.3,0.098606564,423
1.3,0.097289671,423
1.3,0.097003195,434
1.3,0.086717636,413
1.3,0.094551624,428
1.3,0.096264708,413
1.3,0.10453595,409
1.3,0.088022017,410
1.3,0.086341656,413
1.3,0.084420371,399
1.3,0.085656101,408
1.3,0.090389216,418
1.3,0.087565195,400
1.3,0.085290708,397
1.3,0.084889384,410
1.3,0.087817666,405
1.4,0.125098727,494
1.4,0.123155949,496
1.4,0.123511398,485
1.4,0.128481906,507
1.4,0.11905706,484
1.4,0.132208024,494
1.4,0.166073824,485
1.4,0.122947748,496
1.4,0.109961356,471
1.4,0.105377735,479
1.4,0.092787213,456
1.4,0.115738361,469
1.4,0.140033992,484
1.4,0.12050901,486
1.4,0.116947786,467
1.4,0.110166028,471
1.4,0.170345305,465
1.4,0.11041465,463
1.4,0.126144221,480
1.4,0.115914803,464
1.5,0.157844607,565
1.5,0.178312747,566
1.5,0.161770263,549
1.5,0.155246751,547
1.5,0.14814772,546
1.5,0.158788407,558
1.5,0.13866545,522
1.5,0.1456522,550
1.5,0.136372998,543
1.5,0.083902918,550
1.5,0.14113306,527
1.5,0.152291201,536
1.5,0.14164891,533
1.5,0.139231345,531
1.5,0.157850061,531
1.5,0.243799375,557
1.5,0.135490471,523
1.5,0.138255144,523
1.5,0.126948151,526
1.5,0.105137775,521
1.1,0.035455375,264
1.1,0.034000858,254
1.1,0.033128277,250
1.1,0.033512598,250
1.1,0.032698081,255
1.1,0.02985417,243
1.1,0.029681899,237
1.1,0.02668304,242
1.1,0.027851723,235
1.1,0.025776454,226
1.1,0.027340364,228
1.1,0.027453928,239
1.1,0.027284224,222
1.1,0.022194056,210
1.1,0.023310127,210
1.1,0.026064855,224
1.1,0.02215556,220
1.1,0.023916443,215
1.1,0.025218258,223
1.1,0.024278307,213
1.2,0.047667672,309
1.2,0.047011952,303
1.2,0.043748432,298
1.2,0.042677274,281
1.2,0.03958859,280
1.2,0.04373175,288
1.2,0.038339066,270
1.2,0.035486172,267
1.2,0.036315767,270
1.2,0.037649983,272
1.2,0.039079798,274
1.2,0.037953783,279
1.2,0.034018182,259
1.2,0.038510695,261
1.2,0.033024016,262
1.2,0.034392237,253
1.2,0.035362343,266
1.2,0.034006633,260
1.2,0.036715166,277
1.2,0.033435926,260
1.3,0.061137192,350
1.3,0.053652236,329
1.3,0.05414178,332
1.3,0.057262544,333
1.3,0.050430741,311
1.3,0.04708285,312
1.3,0.048264364,321
1.3,0.047979492,306
1.3,0.065378838,310
1.3,0.049780796,309
1.3,0.04946641,315
1.3,0.04811487,299
1.3,0.048256344,310
1.3,0.046355912,301
1.3,0.049808385,301
1.3,0.042667008,299
1.3,0.048892174,304
1.3,0.040403428,299
1.3,0.040658466,303
1.3,0.049825387,303
1.4,0.073435785,382
1.4,0.068901888,363
1.4,0.078198414,391
1.4,0.07114622,366
1.4,0.064797866,357
1.4,0.062868241,353
1.4,0.061799007,356
1.4,0.061714636,355
1.4,0.062738316,358
1.4,0.056792248,350
1.4,0.06314798,352
1.4,0.058355838,341
1.4,0.066784914,360
1.4,0.067715241,350
1.4,0.062764622,351
1.4,0.062926948,355
1.4,0.06076827,340
1.4,0.065320132,358
1.4,0.061291819,346
1.4,0.058821001,351
1.5,0.078736078,420
1.5,0.068220504,410
1.5,0.079691748,419
1.5,0.20104928,412
1.5,0.072284426,406
1.5,0.152946921,408
1.5,0.074472296,410
1.5,0.066662689,405
1.5,0.071784295,394
1.5,0.088577647,396
1.5,0.082897844,395
1.5,0.078519857,396
1.5,0.078278935,397
1.5,0.08114434,395
1.5,0.080070615,399
1.5,0.074703274,401
1.5,0.071604325,392
1.5,0.05788105,396
1.5,0.064007088,399
1.5,0.047952544,398
1.1,0.034990533,270
1.1,0.036856639,265
1.1,0.032990011,263
1.1,0.0310899,252
1.1,0.029399593,245
1.1,0.027869688,242
1.1,0.030687614,247
1.1,0.0276185,248
1.1,0.032884146,242
1.1,0.030345959,252
1.1,0.029713658,241
1.1,0.028897538,245
1.1,0.026731482,245
1.1,0.02526317,236
1.1,0.027153016,231
1.1,0.025236223,227
1.1,0.028378159,242
1.1,0.026707742,227
1.1,0.028833056,248
1.1,0.0270109,233
1.2,0.046180112,302
1.2,0.04293584,313
1.2,0.03810873,297
1.2,0.042138647,295
1.2,0.041595529,296
1.2,0.039467006,285
1.2,0.038740069,287
1.2,0.037589351,288
1.2,0.041566336,290
1.2,0.040415939,279
1.2,0.039438776,280
1.2,0.036491566,286
1.2,0.036239737,279
1.2,0.041583338,289
1.2,0.036627587,276
1.2,0.032551154,265
1.2,0.035660689,278
1.2,0.032323063,268
1.2,0.034792598,269
1.2,0.034166713,273
1.3,0.055726864,334
1.3,0.057524318,353
1.3,0.05401346,338
1.3,0.050661719,327
1.3,0.052674431,339
1.3,0.053924277,343
1.3,0.050832385,321
1.3,0.04941444,322
1.3,0.047791502,312
1.3,0.052984968,326
1.3,0.0490144,331
1.3,0.046217646,309
1.3,0.045643731,309
1.3,0.048894099,327
1.3,0.050982521,321
1.3,0.051127523,326
1.3,0.046477817,318
1.3,0.050425929,326
1.3,0.047955111,322
1.3,0.049044555,329
1.4,0.070986139,387
1.4,0.065181866,377
1.4,0.068266379,385
1.4,0.066893987,391
1.4,0.069176815,375
1.4,0.070436605,378
1.4,0.060814786,360
1.4,0.060297332,364
1.4,0.068171421,364
1.4,0.056894584,350
1.4,0.063468462,371
1.4,0.060461904,352
1.4,0.062915719,357
1.4,0.064092101,371
1.4,0.063065213,364
1.4,0.05982447,353
1.4,0.058358404,357
1.4,0.056780057,353
1.4,0.060733302,360
1.4,0.064323399,364
1.5,0.087982559,431
1.5,0.086217826,428
1.5,0.085121003,432
1.5,0.08479186,426
1.5,0.07814099,417
1.5,0.068812063,413
1.5,0.079085432,410
1.5,0.070455533,407
1.5,0.074175875,416
1.5,0.078897762,424
1.5,0.07261421,410
1.5,0.071888556,412
1.5,0.072395423,400
1.5,0.075532868,410
1.5,0.070664054,411
1.5,0.07648918,402
1.5,0.067227942,403
1.5,0.074998091,389
1.5,0.069044003,397
1.5,0.069697798,393
1.1,0.03515735,256
1.1,0.037007416,268
1.1,0.032286171,247
1.1,0.036898985,260
1.1,0.031916607,248
1.1,0.032292908,240
1.1,0.033407054,242
1.1,0.031019644,240
1.1,0.033188908,236
1.1,0.03142578,233
1.1,0.030109849,249
1.1,0.02838265,237
1.1,0.027747783,237
1.1,0.028635442,225
1.1,0.030200636,234
1.1,0.124124451,228
1.1,0.028159693,228
1.1,0.027327211,234
1.1,0.030863734,232
1.1,0.028776916,224
1.2,0.045477556,289
1.2,0.042587449,281
1.2,0.042674386,279
1.2,0.040806676,280
1.2,0.039756049,275
1.2,0.040057603,270
1.2,0.037308008,267
1.2,0.040284731,267
1.2,0.035883326,264
1.2,0.0355452,258
1.2,0.035275405,263
1.2,0.035307806,275
1.2,0.038807758,271
1.2,0.036428689,272
1.2,0.038729803,268
1.2,0.035572147,259
1.2,0.035166012,259
1.2,0.034135275,257
1.2,0.034249801,251
1.2,0.034389671,251
1.3,0.054563314,313
1.3,0.051239163,307
1.3,0.05084618,311
1.3,0.048667292,309
1.3,0.052757198,318
1.3,0.048568805,296
1.3,0.053349078,296
1.3,0.046609987,299
1.3,0.044317214,287
1.3,0.045537225,291
1.3,0.051724215,309
1.3,0.046402428,285
1.3,0.045261335,284
1.3,0.044102918,293
1.3,0.043465164,290
1.3,0.045190759,288
1.3,0.045636674,294
1.3,0.042146988,276
1.3,0.041698827,296
1.3,0.041649424,284
1.4,0.063499259,342
1.4,0.063450497,342
1.4,0.063705855,336
1.4,0.060815107,344
1.4,0.058430264,337
1.4,0.05972438,329
1.4,0.059561733,333
1.4,0.053309299,332
1.4,0.060426936,325
1.4,0.055675856,328
1.4,0.083962908,324
1.4,0.052972136,325
1.4,0.056760168,327
1.4,0.057182023,310
1.4,0.061608772,328
1.4,0.052643314,315
1.4,0.075444327,315
1.4,0.058247086,320
1.4,0.065407711,319
1.4,0.059415768,319
1.5,0.076339686,379
1.5,0.076868368,376
1.5,0.082435248,379
1.5,0.075496618,369
1.5,0.077246594,355
1.5,0.073519514,364
1.5,0.070881879,372
1.5,0.069342349,361
1.5,0.074164006,365
1.5,0.07513764,368
1.5,0.06732322,368
1.5,0.068719351,370
1.5,0.071171563,359
1.5,0.067818218,359
1.5,0.071715323,364
1.5,0.068033156,366
1.5,0.062789323,347
1.5,0.065472834,349
1.5,0.068546118,363
1.5,0.067091922,363
1.1,0.038431778,276
1.1,0.0385925,272
1.1,0.037155627,264
1.1,0.045384523,267
1.1,0.035284067,253
1.1,0.039066004,266
1.1,0.031786361,263
1.1,0.031908266,266
1.1,0.030141288,255
1.1,0.03093816,245
1.1,0.032739785,246
1.1,0.032336216,246
1.1,0.033304076,255
1.1,0.030500907,243
1.1,0.033487254,239
1.1,0.035116929,240
1.1,0.032106843,251
1.1,0.032048136,246
1.1,0.029210641,250
1.1,0.033286753,243
1.2,0.046609346,307
1.2,0.04598731,306
1.2,0.048445617,304
1.2,0.04705077,301
1.2,0.046330889,312
1.2,0.045085215,295
1.2,0.04159617,299
1.2,0.04634693,289
1.2,0.04772702,280
1.2,0.041013594,277
1.2,0.04580702,300
1.2,0.041314185,290
1.2,0.043713785,279
1.2,0.036115586,277
1.2,0.043022778,278
1.2,0.041806296,276
1.2,0.044374317,274
1.2,0.04158783,282
1.2,0.04033638,279
1.2,0.037081842,275
1.3,0.058281412,349
1.3,0.062915719,335
1.3,0.060761212,346
1.3,0.057932058,339
1.3,0.055330673,341
1.3,0.052372557,325
1.3,0.058634294,337
1.3,0.059051337,333
1.3,0.052077098,327
1.3,0.058133201,327
1.3,0.047688203,323
1.3,0.053352928,320
1.3,0.052613479,342
1.3,0.043902738,333
1.3,0.041566977,325
1.3,0.045959721,326
1.3,0.050247884,303
1.3,0.051107954,319
1.3,0.044448422,309
1.3,0.048427011,317
1.4,0.061872471,385
1.4,0.070057738,383
1.4,0.062529474,375
1.4,0.04819475,377
1.4,0.046293035,374
1.4,0.061116982,370
1.4,0.03796052,351
1.4,0.053416447,364
1.4,0.059563337,360
1.4,0.055774984,355
1.4,0.052483875,359
1.4,0.044008282,355
1.4,0.048672104,355
1.4,0.047356815,360
1.4,0.049729468,352
1.4,0.040312641,348
1.4,0.057801491,346
1.4,0.047862399,364
1.4,0.053402011,347
1.4,0.041994927,358
1.5,0.086338448,425
1.5,0.059217191,413
1.5,0.062934326,414
1.5,0.061185954,406
1.5,0.061800611,396
1.5,0.070455853,399
1.5,0.067695672,403
1.5,0.073703334,403
1.5,0.072585338,391
1.5,0.064521976,397
1.5,0.054029179,390
1.5,0.071791994,396
1.5,0.046987251,386
1.5,0.061043518,394
1.5,0.054403234,383
1.5,0.054163916,391
1.5,0.063780923,380
1.5,0.054397139,391
1.5,0.053888026,385
1.5,0.046554489,380
